Gold	Predictions	Probabilities
west africa	[6]	[1.0]	hJImOOH-KJzt27inSivSIg
west africa	[15]	[0.9958059787750244]	lERkYOJGHZmySgJaW8HYzw
west africa	[15]	[0.9995142221450806]	-h4cjT74INNAFvTwJp6D2Q
west africa	[10]	[0.9999994039535522]	J59cBy26TKVxxjAdeJx2Ew
west africa	[1]	[0.5049488544464111]	D1b0RTwqPneB0QwbtczMoA
west africa	[15]	[0.9999771118164062]	nXaRMsLaddsAIQzYPg6hHw
west africa	[0]	[0.9991880059242249]	XYfs1q4bLJdIlxb6FsbBYw
west africa	[10]	[1.0]	fQTxAgrQ6TN-oQOoVv1DNQ
southern africa	[10]	[1.0]	83GMRSivTysrilBhMupDjg
west africa	[10]	[0.9996297359466553]	BrWdt8fOb10WFPaOvu4rDA
south america	[12]	[1.0]	Y52nZihVX6gKA4jlhR6c0A
west africa	[1]	[0.9999997615814209]	jaPvT2khYeyDXzv7l2C61A
west africa	[15]	[0.9999982118606567]	wy5eDrGHC8QyPrm78a7Niw
west africa	[10]	[0.9999998807907104]	5C4a2qttzwZ__rUXrfYZqQ
west africa	[1]	[0.9991760849952698]	7G7Cli63lzGNwGeyct8UPw
west africa	[8]	[0.9999960660934448]	YQVPzKwV-ZvyB9e4Ot6bDw
west africa	[1]	[0.9754186272621155]	VBZYlMgFZ4tDEWXkp-4BTA
west africa	[10]	[1.0]	1yZ0Vmf9G_9PGmbPyqYLSw
west africa	[12]	[0.9374122619628906]	gKca11e3QbULLG7mu7vGdg
west africa	[0]	[0.5068538784980774]	kQ_qHZSyrWZ4WWnTpe6xqg
west africa	[10]	[1.0]	bkKVLsc-II9qdUZ1qS7GcA
west africa	[10]	[0.9999043941497803]	wfonzo4jrRIB6IPOsI1iFQ
central africa	[0]	[0.7832731604576111]	9n9oBEud_7raAn7h4tAPqg
west africa	[1]	[0.9833943843841553]	9YGn1XV1atxU65yaXo9NYg
west africa	[10]	[0.9991023540496826]	UKDCerniYgVe4Fh_6KKBtQ
west africa	[10]	[1.0]	_mSd3HM3XNgoXoAbDJTscg
west africa	[13]	[0.998460054397583]	I6W3OWoONYbrVdjP7vtQkA
west africa	[1]	[0.9999920129776001]	chFHSYa-bWwRA79wBG-2HQ
west africa	[13]	[0.9647738337516785]	HcbC5U5Oqr8N6I_3alS1fA
west africa	[1]	[0.9999967813491821]	ctF9llv_v6pc3aRnObACsw
west africa	[6]	[0.5050914287567139]	7PPzv_cYBtXDfKQZ6cvBog
west africa	[15]	[0.8974893689155579]	BXWNAJ5cmUB1PnFRBXKJSw
central africa	[1]	[0.9917209148406982]	08mVlXNLOkM8xxRMeYImuA
west africa	[1]	[0.9338891506195068]	Vu-zwXCF45tdDaysq9t4XQ
west africa	[13]	[0.999832034111023]	-B8Rt6Cj9ZX_-K3yifDwJA
west africa	[1]	[0.9938949942588806]	cFs-kCuRBVznoVihC5pdpg
west africa	[10]	[0.9949941039085388]	qqivTa1YPC5VmpQsNREvQw
west africa	[15]	[0.9823394417762756]	fiZM75DKlxnBj1167IsZig
west africa	[10]	[1.0]	vF9jasO4MSkWB8PTCJpXIA
west africa	[8]	[0.9999958276748657]	rK8xtmDLPYK5NhdoEaCTlQ
west africa	[10]	[1.0]	DuTiwDChdqnboPwSwoe5cg
central africa	[0]	[0.8309693336486816]	5j6DrQSmjcJ8A97ROWvmLA
west africa	[10]	[1.0]	U4C951Ri1Qz3ddjV4xBOtw
west africa	[6]	[0.42258918285369873]	dYThgkiA-QZzEi1owkFzGQ
west africa	[8]	[0.999626874923706]	3dyStMlztQQaXXLPtvvlOA
west africa	[10]	[1.0]	2muB9XAW1uAmqo0wyhxRRw
west africa	[1]	[0.9998451471328735]	rX8pX9g76k7B3-RFEkfqaw
west africa	[10]	[1.0]	4kNunlHTY2N7buW8VvH8pg
west africa	[1]	[0.9756811261177063]	AqGz5RKnT3lZJWtFodwwwA
west africa	[1]	[0.9407287240028381]	5UI--lY-ReZF_WpZi0ho7g
central america	[10]	[0.9999266862869263]	yULdSkx9wFCM9GbBD7hQMQ
caribbean	[0]	[1.0]	E7ZQf5hq0ClEphRCHezsmQ
caribbean	[12]	[0.8683325052261353]	CEWUH_MiLk7oEnN21nHcZg
micronesia	[10]	[0.9999914169311523]	2cM5h1fEAqf62lKXutbIBA
caribbean	[10]	[0.9680304527282715]	I3iXys8ORvJ2VYLO_PAxlA
micronesia	[15]	[0.5729309916496277]	raJXkfv3dV-vt5OwFb4IlQ
caribbean	[15]	[0.9964118599891663]	x1WGHSySSb9ATo806ozpAg
caribbean	[10]	[0.9999996423721313]	gnaSspnv7nEdDU6KgXneFQ
caribbean	[0]	[1.0]	d-zCKpQGjFk3xEa2hZTAoQ
caribbean	[15]	[0.9999349117279053]	xXY05MV1lRguz6p9ReK7Cw
caribbean	[15]	[0.999998927116394]	kvw9-kcImEJksUc7vuXDew
caribbean	[10]	[0.9999995231628418]	eic8Ee69XcXbtNTvbERcaw
caribbean	[6]	[0.6205874085426331]	clEpwQL4igE92g8SD8M1Vg
caribbean	[19]	[0.9838563203811646]	il0bya8lDlh6vtTqkWBcAA
caribbean	[15]	[0.9742762446403503]	2bvvSCC5Chs6PFPilBH1bQ
caribbean	[14]	[0.9731436371803284]	DKZ6Arqzn2V90F69kl_z7g
caribbean	[15]	[0.9261912107467651]	38c_NyqAtGiEbs8XgeWkSg
caribbean	[15]	[1.0]	skkzmrvZ6x5I66WmR50Pgg
caribbean	[1]	[0.9319798350334167]	UwuanbI2iY-cw4wCGB6bmA
caribbean	[14]	[0.5637537837028503]	_3448xU9r1j2rBrKXwi47w
caribbean	[10]	[0.6230584383010864]	Hb9XrHbzkSOEWqSG4JS9yw
caribbean	[10]	[0.9999998807907104]	IkHNV-evrWrOFyDlhv0BRQ
caribbean	[15]	[0.9295870065689087]	y1hqANRFEH1xdagec5q2Rw
caribbean	[10]	[0.9999977350234985]	ci3k1_gYLo_b7lDqXD1Pfw
caribbean	[15]	[0.9999257326126099]	zGwdsKcJbGouijCee36kqQ
caribbean	[10]	[0.9999644756317139]	jhMy2Vonlwq-twwoUWUzzw
micronesia	[10]	[0.7872098088264465]	9lK9i4D4iTjOp1GofLkPnA
caribbean	[10]	[0.9848043918609619]	bhVO5J4uTomWScGmZnaLFg
caribbean	[6]	[1.0]	iu1Y7aoUyM8oZSe5b-nMLQ
caribbean	[15]	[0.8699756264686584]	ZKgamXBToZmUezLTFuZolQ
caribbean	[10]	[1.0]	a77Qx5s_wCaVwjws1EgNUQ
caribbean	[6]	[0.9999984502792358]	VwWE-wSiH6uwVl0C2o3DfA
caribbean	[7]	[0.9997290968894958]	VKFgCiTTnlYqWSuzbNVElw
caribbean	[10]	[0.7223994731903076]	UZWnAifL3KjILvT8eFSIRQ
caribbean	[15]	[0.9997884631156921]	hvk7T8E-wMFwSELpS28mlQ
caribbean	[10]	[0.9960353970527649]	C0YcymyXAFT6YLmz9II-HA
caribbean	[6]	[0.9424518942832947]	A9VzwwnX8Ev7IAgSOcypOg
caribbean	[14]	[0.9686744213104248]	AH300eeZwfG7IiWynzvB1w
caribbean	[12]	[1.0]	cAKJ0tVGE17B2CqkzIyjLw
caribbean	[10]	[0.9647478461265564]	DgjnkqynSOj4vswAp2Cacw
caribbean	[4]	[0.9473172426223755]	0z4CV0W2-HI5XV3DQh_xow
caribbean	[10]	[0.9998748302459717]	5enDk5OTgjDRQU95rn5eCg
caribbean	[6]	[0.9997581839561462]	j4ECeMPmxlDmxfRSzjTSOw
caribbean	[10]	[0.984955370426178]	nlDY28TfUcZjzfRuQyw2Cg
caribbean	[15]	[0.5958206653594971]	YnRAEkX9YP67SQgcxV3mRA
caribbean	[14]	[0.9461588263511658]	jYjVuUYtPUuFk6R39kSYuw
caribbean	[15]	[0.9996389150619507]	whHvLXIJ6fPdxMrBAizCtA
micronesia	[10]	[0.999549925327301]	Wg-hgz7_4lvmcem7ADlWTw
caribbean	[7]	[0.9999969005584717]	JK86aAYLx19WEGB83HMscA
caribbean	[10]	[0.9999927282333374]	sDQPAw_0jeMB9xBleVbNuQ
caribbean	[10]	[0.6625093817710876]	myxYzsR6RTReADZ78Nt2jQ
caribbean	[15]	[0.9970996379852295]	8yaAV2PBeuVQ0cpnlU_0Vg
caribbean	[10]	[0.9976515173912048]	2DcreFeODBp0Xm07qm3bFw
caribbean	[10]	[0.9043481945991516]	8CJaXkOoU6gG-mCY4aFJfQ
caribbean	[0]	[0.999997615814209]	gm3LVxA64HEX0QpxFzg-fw
caribbean	[10]	[0.6666534543037415]	gt7iq2XUZN_dUW75qa14dA
caribbean	[0]	[0.9999222755432129]	WBn6HeCzh8tXXVFVlNZeOw
caribbean	[17]	[0.7838273644447327]	8XlpDkgE_cqW3Xk0oaV7ZA
caribbean	[15]	[0.9995107650756836]	Br-yem4zK-l95JZ3j0Sa9A
caribbean	[15]	[0.9955783486366272]	nCJMB6zQiXALZ9Lcw31c2g
caribbean	[15]	[0.9999997615814209]	EsO6ZxRrOWHpqLzE9BBUug
caribbean	[12]	[0.9997480511665344]	w0zw17oKudqUnoWX6DuEGg
caribbean	[15]	[0.8780317902565002]	zb0H9v82TNx2RngOrf3TwQ
caribbean	[0]	[0.7787253856658936]	mZ_8ICrMTcRW9eVz_1Ixgg
caribbean	[15]	[0.9997379183769226]	B_hqNUkwuhptmy5L7vfwgg
micronesia	[15]	[0.9999877214431763]	Zp7tIkX6NIjk14Ful6H9oA
caribbean	[9]	[0.9868127703666687]	7vNl4pl38l2OBNBkIc1uHw
caribbean	[10]	[0.9996284246444702]	EtTxhyRM5_7pxrJlYDPX6g
caribbean	[15]	[0.9666864275932312]	r2E0hpaIJCLORY4gWEBQoA
caribbean	[7]	[0.993994414806366]	s0Z_m7-cj7V0d1quY4OvxA
caribbean	[15]	[0.9999970197677612]	hAh7v1ejH89E3T4GViNwBA
central america	[12]	[0.6175565719604492]	YyLfFvKHgBWDCIvEn9HC9Q
caribbean	[0]	[0.9999985694885254]	hwFfPB-PJicEoZGYKvH6NQ
caribbean	[12]	[0.9999896287918091]	gifYwLYEv6p0HUJkk_TtXQ
caribbean	[15]	[0.999997615814209]	c2prAlP3N1rHnl2kcXZ52g
caribbean	[14]	[0.9652379751205444]	yvhJCDXaQcLFFXZRqcmqkA
caribbean	[15]	[0.9151530861854553]	DiAIskVeRONvBMsTc_T6Wg
caribbean	[14]	[0.8623575568199158]	2zSve_ddxv-9fXypDardfQ
caribbean	[0]	[0.9999961853027344]	djk1_WZHULLP_eJVWCqleQ
caribbean	[0]	[0.9999995231628418]	Baduk7Tz-DQb2XHuudcElA
south east asia	[10]	[0.9997931122779846]	ImGqCAbwXkZsEZz4_ka2mQ
caribbean	[10]	[0.9999861717224121]	HggHO2FWolWXfG1W1Kx-Kw
caribbean	[15]	[0.9312625527381897]	iCDkiRNaEmjzxpfVm-THAg
caribbean	[15]	[0.6350146532058716]	-VO2dcD5imry2VR5zQFppg
caribbean	[6]	[0.9999704360961914]	z042iZTcxov_MhSAFyOMZQ
caribbean	[15]	[1.0]	7b0Xt-LQM8EKaEylBUjMcg
caribbean	[0]	[0.5287682414054871]	VBpslzOWGodOWQ5PvAwPBw
caribbean	[19]	[0.9793214201927185]	0jsY2Osb2INw3XyMRDI8kQ
caribbean	[15]	[0.9985890984535217]	ZKKK6hu715V8y-gK0HI_lw
caribbean	[6]	[1.0]	yGqNI1W6EeBtcNyXW0hJtQ
caribbean	[15]	[0.8474611639976501]	HybYel9OVL4HCuYzPE2i9Q
caribbean	[12]	[0.9833743572235107]	jsT-6skqYV_aimidR0TqHw
caribbean	[15]	[0.9674180746078491]	WPL-lIk_kyQ-0XIDZG8CPw
caribbean	[10]	[1.0]	sTslz-xz66mSe-KNhLHpxA
caribbean	[15]	[0.9999871253967285]	xrnL6dRkPM-lsVxt-8U1hQ
caribbean	[15]	[0.9999996423721313]	0iaVWCTjb7phZsHQcevipg
micronesia	[6]	[0.9999996423721313]	X8NOB1Ul5myWybzinsu3mw
caribbean	[15]	[0.999629020690918]	cizmEMc7M0JyjNLwt6oRdQ
caribbean	[10]	[1.0]	2MPRcsiNneBJ3sduUWfYMw
caribbean	[15]	[0.9983364939689636]	3g7k_DTFVX5uHKzA8nEQHg
balkan	[14]	[0.908393383026123]	naQqiwzaAWHYwyRQjJsvTg
balkan	[11]	[0.9774381518363953]	SbF0OtMjnqWFYnbrttTG0A
balkan	[2]	[1.0]	gvXImh9-JuUllrh5XH4aDg
southern europe	[4]	[1.0]	m4lIWY3e5TK--Kia079klA
balkan	[16]	[0.9999817609786987]	W21UNHoFz7aliyL9OHYuTQ
southern europe	[7]	[1.0]	f61spN4jBVY9LXNpYfjixA
southern europe	[4]	[0.9999977350234985]	idkfFQIIXpFf9VAttT4KAg
eastern europe	[13]	[0.9999997615814209]	aFc6r6gnT2KmAoLl4w4cCQ
balkan	[0]	[0.9999899864196777]	2qinqXs6Ggsg0vv3wDzMSg
southern europe	[4]	[1.0]	SxkO7esa-BVuhvxbK_VZNA
balkan	[11]	[0.9127185344696045]	3QZQfvtKsWXPrxWtV4y6Ew
southern europe	[4]	[0.999980092048645]	x464mRsn_f0WDrYYUGBsMw
balkan	[0]	[0.9999898672103882]	XXB2npNrY32qmecyPyPF9A
balkan	[0]	[0.9999991655349731]	nN-HXIxdtpmax4XFDl2KmQ
balkan	[4]	[0.9983093738555908]	x_UF4KbGIh8qUmAgAb8DZQ
balkan	[0]	[0.9996414184570312]	hVaJdZnf_ngOQfj6jYfPWw
balkan	[18]	[0.9908785223960876]	mseYijGP29S3P_yY05LQSA
balkan	[4]	[0.9790363907814026]	nGy7jo07ZzruH1rFPwdPew
eastern europe	[16]	[0.9999353885650635]	0jfU-HPkxrtb2IM05cAEWA
southern europe	[0]	[0.8782065510749817]	bYMT69aJSPbZb3uzNqAazA
southern europe	[0]	[1.0]	gaCBTOnpe3IwqGTJo-nR2w
southern europe	[7]	[1.0]	DoV96odQTih5ER-MqkGikA
balkan	[4]	[1.0]	CSvP8oyJUlIhM7GEztYjZA
balkan	[11]	[0.9999978542327881]	sXRZx7GeUMLi1jmh7zM5Mw
balkan	[4]	[1.0]	8_EwRHEXge_UjmSYWTyXPg
eastern europe	[10]	[1.0]	X9Yy3kZUHgwmSOl-QqLumw
southern europe	[0]	[0.9999871253967285]	vUxKEWOgydxSO_gv1lpxkw
baltic	[13]	[1.0]	6Pi5J1aU00qR93biDh1e3D
balkan	[11]	[0.9983317255973816]	J29zFgSczdQXuel1BBvDDQ
southern europe	[11]	[0.9999918937683105]	yB_UaOeLqKUZj-U_GtRaeg
eastern europe	[17]	[0.9914119243621826]	98eZR7WrjjQhkoq6mefzoA
eastern europe	[10]	[1.0]	JDWGOX5MH828g82x0UBNxw
balkan	[4]	[1.0]	IqscqmOVzbwHGv_uzD5Tzw
balkan	[18]	[0.9999619722366333]	czbcbFmCgrSMhgEIyBn52f
southern europe	[4]	[1.0]	CcpljBhFP9jBRK92BJlrHg
balkan	[0]	[1.0]	3YU_NsaFpO2yUrZN0iluDA
southern europe	[0]	[1.0]	49JUBvcqmHzG_PJ27vTSGw
balkan	[11]	[0.9996815919876099]	yzDOW52BFe9JprGQ_5RoLw
balkan	[4]	[1.0]	HD5gJHEq2LsCJSsiiiQGsA
europe	[4]	[1.0]	dNgKfH6Afdx1ER_ThchUbA
southern europe	[7]	[0.9999998807907104]	nql5il_OJ4y1EbxwJj0Gsw
balkan	[11]	[1.0]	o9jJHDq-onv0eqvCaZUQ4A
balkan	[4]	[0.9999353885650635]	i04mQYVcMXJ7gntvGuiWWA
western europe	[13]	[0.9999439716339111]	Aj4TsT9ag6pb5jbY3Yr2FQ
balkan	[16]	[0.9999997615814209]	yoEcGj6zhgbYL3kiRVL3dA
southern europe	[4]	[1.0]	wE7qEJ5mwgGq9NNEb47r_A
eastern europe	[4]	[1.0]	7mxLKj_hAoG42UJq-ci8HQ
balkan	[11]	[0.9879971742630005]	_qDG87c9ZLF8n7xBePUteQ
balkan	[0]	[0.9837800860404968]	lXPzvcwFxyykWoeIn_XcPw
europe	[8]	[0.9998288154602051]	ZEIns6kQ-ZaWrER7YT6oFg
eastern europe	[17]	[1.0]	I0qDjkMRnv4uUvkIr4q5op
southern europe	[7]	[1.0]	DmktgaCou2j-4paGjgWVKA
balkan	[4]	[1.0]	7tqNOWnh5C1pR6EcEOZSSQ
southern europe	[7]	[1.0]	yYn_wSlBH-2MQh7yPRyEhA
balkan	[4]	[1.0]	7aVaOgzXyFRmjfjUOVT6Aw
eastern europe	[8]	[0.8891058564186096]	E7k1SFJQIu8sI2uOQuwpCg
balkan	[11]	[0.9998599290847778]	9hLYRCLuWCpr9URVyJaGrw
southern europe	[4]	[1.0]	fKgr8umBaXe159Bf-13ktg
southern europe	[0]	[1.0]	wTAmdImaPKG6J0WuzkDxYA
balkan	[0]	[1.0]	0QG_8Z5pr3_Iv9msHVKBjw
eastern europe	[16]	[0.9542495012283325]	TlFjPJCzQh44qWt3LvcfNQ
balkan	[4]	[0.9853223562240601]	YqejXfhVIbenMccYUbmIkQ
balkan	[18]	[0.4963824450969696]	1X6sgl-Q8x_RbuV5_yf4EA
southern europe	[7]	[0.9999927282333374]	wRKIv7zPRe2oIvUdp_LETQ
balkan	[2]	[0.9021795392036438]	7GpQrsl3nDvUM083fuV3rA
southern europe	[4]	[1.0]	ht2n-OzK_UnvnmlNmVdAmg
eastern europe	[5]	[0.8786888718605042]	vFSvrP7xsyu0mznxy_SuRw
balkan	[4]	[0.8968908786773682]	5A8fSRvEd40dsYvFUv8UfQ
balkan	[0]	[1.0]	HDejaftqZUWUP570IiMO4w
balkan	[4]	[1.0]	TqZNUoWmrde49mr0WLCzzQ
eastern europe	[17]	[0.9951409101486206]	0JykBmJQnnpAGy8u7cF2jg
balkan	[4]	[1.0]	-WNcCJHBZc26yfCyTdrvgQ
southern europe	[4]	[1.0]	2UZAhv8oU2Nc3wkIHYOQZw
balkan	[16]	[0.9937926530838013]	hh8QFRwLEJxMzv_klB18NQ
balkan	[4]	[1.0]	c8D_veuDqTqm0b1-NFcWkg
europe	[4]	[0.9999299049377441]	h3PkmUOUUZa12BOSRQTMtA
europe	[4]	[1.0]	J4fpaZWt2Iyyhq8EYTgCBg
balkan	[4]	[0.9999939203262329]	cg3sw-OoFb_tLuUADt-M_w
balkan	[4]	[1.0]	AEykgjrIUvVf6GsIuOubkQ
balkan	[0]	[0.9999995231628418]	g9Yh-oZo1ZICnF3rqRNpLA
southern europe	[7]	[1.0]	IW8DEKR5nuNm8p6AQbv-_g
southern europe	[4]	[1.0]	j-79vxOTVjpGep7argBe4w
balkan	[0]	[0.9999990463256836]	Xl16PUPYAw1yXSDcJf-bCw
balkan	[4]	[0.9999998807907104]	xkrE80fIhXIYEfqiUSNb-Q
southern europe	[4]	[1.0]	WhiwQIn26syMv9OLO5RrZA
southern europe	[4]	[0.9999465942382812]	9VcJ_7zzVIObhGgrX6Fz5A
southern europe	[4]	[0.997511625289917]	xRHghJPUky-tiouYjrX9Sw
balkan	[11]	[0.9002674221992493]	A0gHYlb9x4ciwjo1bsNXgQ
eastern europe	[17]	[1.0]	mSrV5MJmikB9yJMmG9E_Aw
balkan	[11]	[0.999701201915741]	xJR8D7Wl0-dlOH6bttVBRg
europe	[4]	[0.9999997615814209]	0tDzb1-wdK7D43M97bBl1Q
southern europe	[4]	[1.0]	gYZyRdmSPhLbX8ANT1N_Eg
north africa	[0]	[0.9999724626541138]	hwhSiWm28WRRsNrAyp4Zmw
europe	[18]	[0.9998003840446472]	j67PDLgHyx3s5yI-zx6wig
southern europe	[4]	[1.0]	gJKXhRY5dNxgs4Ub8z7fWg
southern europe	[0]	[0.9999363422393799]	WQyCCiU8CQAoIFGOx6EvoA
southern europe	[4]	[1.0]	o55Bbq9mM5x4EZsXo3GSAQ
southern europe	[4]	[1.0]	mUXgKSURBjURHRuY-7DMXQ
eastern europe	[17]	[0.9999809265136719]	yybOFbFgpeCA7BjSFnL1jw
southern europe	[7]	[1.0]	xl2cvxjreiWU1efNbu7yDQ
eastern europe	[18]	[0.7170490622520447]	0HnAcR_23zpeJ8C8PSeH7A
eastern europe	[17]	[0.9993560910224915]	nYQD7M8xxppVJ7rTjBi8jA
southern europe	[18]	[0.8242130279541016]	IZCwoCDH8Sct457caQplEQ
balkan	[18]	[0.9990236759185791]	e7MQ937hvNUhYW9lUJyDDA
eastern europe	[5]	[0.9963197708129883]	yWjM686JJMoQTR0cnZ55hg
eastern europe	[18]	[1.0]	A-AsVCD03XwiopcXkyYcxQ
western europe	[13]	[0.9997593760490417]	Z6XEU8H-c28fS_mjiU5k9A
eastern europe	[17]	[0.9999949932098389]	3IFFFr_8HW0qnHdCd4qTZg
europe	[18]	[1.0]	lMwEZK31VyQSAwxKjJwexA
eastern europe	[17]	[1.0]	iRhQGHbzYUQ55cmZh3ZcmQ
eastern europe	[10]	[0.9992978572845459]	ZUKa-CZOg7UsNFvq1QLKDw
balkan	[2]	[0.9998409748077393]	_8wZzjPrqp-_zyBJIWdgJg
eastern europe	[10]	[1.0]	-gHI1mX-09dnnoR1YZYGog
balkan	[18]	[1.0]	EnYrYw0RNYSYE6ojA-t12g
eastern europe	[18]	[0.9013767838478088]	5Q8hMZZd9sUuhIze9_PDiA
eastern europe	[17]	[1.0]	25XeDRuy35A4u3Oehhg1KQ
eastern europe	[8]	[0.9820346832275391]	6vU_Ndn01QgSE5Jwui2YuA
eastern europe	[18]	[0.8347229361534119]	935LVUc-tNzBJdSCgOd4Eg
balkan	[18]	[1.0]	JT7fGyCqFCGSNtyR2VIN3g
balkan	[12]	[0.9999997615814209]	_Ju7iixTFQaWfDuwYR2G8A
western europe	[18]	[1.0]	30hwCxPAnQT3nQCQPrODUQ
europe	[18]	[0.9999995231628418]	VUOuIeSL6vwZ9i8E6yzs_g
balkan	[12]	[0.9951840043067932]	I7SyPeXcR6HXNLKZpHz1uA
eastern europe	[17]	[0.9811837673187256]	w7fttCnHOog3-zhu02PV0w
eastern europe	[17]	[0.9999822378158569]	2yciCyYYVVuaro4oIE2zUw
balkan	[18]	[1.0]	Tj6rG8K_-LF4-fTiw3lVuw
europe	[18]	[1.0]	9nEjQHmZYmps9TKEVLnbiA
eastern europe	[17]	[1.0]	spFb1bCCfBmTDs0nDo3H5Q
balkan	[18]	[0.9999998807907104]	ns0UZkPkolFzjR6oo0rYOA
balkan	[18]	[1.0]	fcKTkYToNcuVLxIH5n1doA
eastern europe	[18]	[1.0]	CnOVqratCL-2OjHhaTomTw
balkan	[18]	[1.0]	xdor8eglIJbC_6E1h9jcKA
western europe	[8]	[0.99950110912323]	z4XSKD4rHK-VUnmq4-O6EA
baltic	[17]	[0.9999768733978271]	V5leap6cTa66pEAwiwNtdQ
northern europe	[12]	[0.995729386806488]	e6oshsa_ctuhT-ZESC7txw
eastern europe	[18]	[0.999849796295166]	sV5hUSmiIqGA14W9m8MHeg
eastern europe	[17]	[0.9999983310699463]	5iqMhMC-oFioPSuUW3vDdw
eastern europe	[18]	[1.0]	8T1IJLMlZz6UnJcKKpsmtg
eastern europe	[16]	[0.6988176107406616]	AXl1mCPaFf6M-UHL5cXuDA
eastern europe	[18]	[0.9999996423721313]	lZ0S4NlsSXv3WpTdKjM5Qw
eastern europe	[17]	[0.9725356101989746]	5_VXQCrY6qbcGj8e9NDdsA
europe	[18]	[1.0]	DtT2_KoUNatWvzRodTweZg
northern europe	[12]	[1.0]	aVXLeuAubTRvINZt2Eqi0g
eastern europe	[17]	[0.9289122223854065]	Vxj8TDtw7MxHrUlHhfipvw
eastern europe	[18]	[0.7770408987998962]	eyRFvGISA1rgu_grUnrB-A
eastern europe	[18]	[0.9999336004257202]	_a51EPIZLeDYt_A726PEjQ
eastern europe	[18]	[0.9996461868286133]	C5FrG1EtLVB8r_e87JlxsA
europe	[17]	[1.0]	WN7Pr0F7G9TQnxC5TErTSA
baltic	[17]	[0.9999765157699585]	huMbazeU81erntzXNYk0rA
eastern europe	[17]	[1.0]	1pQyTQsHPyVq1zL7Gn005w
northern europe	[4]	[0.973568856716156]	qoAlaAxYGHiZhFPEpjvo7Q
eastern europe	[18]	[1.0]	xy2x28YuJt1Z_GrjRqo3Dg
balkan	[4]	[0.9999926090240479]	abqXAT3IyIIuHnhCe-XUgg
eastern europe	[18]	[0.9980790615081787]	X9oiV9jiKwM5NEoVvlfVMw
eastern europe	[17]	[0.7448593974113464]	gR-Nse2fkKDcSvLcNZdEtA
eastern europe	[18]	[1.0]	x7C0ICRNChwjhaX9Ht0L2Q
eastern europe	[5]	[1.0]	hcOp8DM30MAgCfYenOu7yw
eastern europe	[18]	[0.9959102869033813]	UBRu20chtPmmjP193sjfbw
europe	[18]	[1.0]	BmDaLjoSu-2NZd8Dy-VrvA
balkan	[2]	[0.9671245217323303]	rMOsl1iwb8Sgz2W07TkFag
eastern europe	[18]	[0.999187171459198]	WSZbdz6zNTNMR3IC8HxH-g
eastern europe	[5]	[0.9982471466064453]	rkFUWI_61EqcZMhGIAH0dQ
balkan	[18]	[0.7041029334068298]	fO3EDfdiz_Lkb9Y38apDmA
eastern europe	[2]	[0.8749809861183167]	zDo3g9oLRRpIVdvaK14laA
eastern europe	[17]	[0.9574571847915649]	rigAM2LUI6wimKHout_jnQ
eastern europe	[17]	[0.9880056977272034]	88Kd_G1Q2lyL_2rI55j1Vg
eastern europe	[18]	[1.0]	4c_vWac35GCk9wZxl73uSg
eastern europe	[18]	[1.0]	8kUpQhdl3lle7JExp4Z2mA
baltic	[17]	[0.705315887928009]	2oMVdBSjMnxsHc9vEB6VdA
baltic	[17]	[1.0]	EsBjRomsRyp1-7vdVBhnzw
eastern europe	[17]	[0.9691786170005798]	nOsAhTUtxsR2xzue6cd5Bw
eastern europe	[18]	[0.9875025749206543]	-d0SxxuERFwsXqK8qnqJ-Q
eastern europe	[17]	[0.9999699592590332]	kJyKzYGb5ugHCb2Y3Vq65g
eastern europe	[2]	[1.0]	JS60DQENuV1-v0kFfJ31Pw
southern europe	[12]	[1.0]	4TRx4h-W71repHXbiPy9Jg
eastern europe	[18]	[1.0]	mzzluOhoHjrJPDYM6KND6Q
balkan	[18]	[0.9549196362495422]	8l1VpBYJbiX0OMBBd_UyOw
eastern europe	[17]	[1.0]	o7ztkqrJbbGOgPRW1T9AEQ
europe	[18]	[1.0]	5_NPf1NnLUxGj6m0SjaOLw
eastern europe	[17]	[0.9999905824661255]	c4a_VPGKChAoyh6cgn2Ktw
balkan	[4]	[0.9999995231628418]	ixaEQfzV6IiaJS4cyhdqhA
eastern europe	[18]	[1.0]	-Zqu8y34r7ZeS-Su-l2egQ
eastern europe	[17]	[1.0]	_9h1rPu9zskfcDnytusZzA
balkan	[4]	[0.9976416826248169]	521RsTxzu4xWW2-a9fFZRA
eastern europe	[17]	[1.0]	rENPl1QFqA7UF3BsP2fCkg
eastern europe	[5]	[0.7711818218231201]	8pdO-2bG6d_yasRJU-vKjA
balkan	[12]	[0.9999972581863403]	kQAlaNFxZ9WtdL7jeBaBRQ
europe	[18]	[1.0]	k0pyNAnP75UvT70MXvEQfw
eastern europe	[16]	[0.6301218867301941]	6YEv1DjIHw1SGgsAPuep4Q
eastern europe	[17]	[0.999996542930603]	bD7T5O9GSSLZiYhKuYcX-A
northern europe	[18]	[0.9982197880744934]	I_tSRrKUVcAN8eQxNLWRNg
eastern europe	[17]	[1.0]	bDxqdgEGvLI0YY3uTvTo-A
europe	[18]	[1.0]	kSgWqjVwjrAbTm8jV99FYA
europe	[18]	[1.0]	D7jqKcLo6IZ2o1-ISaMfww
eastern europe	[18]	[0.999953031539917]	XSbDTiYBXcj5DRSW4NrhiQ
balkan	[4]	[1.0]	iMEda9sKWkyaz2n9hmA15Q
